EX,ID,LIST
A Windows Filtering Platform filter has been changed. Subject:  Security ID:  LOCAL SERVICE Account Name:  NT AUTHORITY\LOCAL SERVICE Process Information:  Process ID: 1364 Provider Information:  ID:  {4b153735-1049-4480-aab4-d1b9bdc03710} Name:  Windows Firewall Change Information:  Change Type: Delete Filter Information:  ID:  {d0a8b19f-7660-4712-99d0-c415217eb500} Name:  DhcpFirewallPolicy Type:  Not persistent Run-Time ID: 66758 Layer Information:  ID:  {e1cd9fe7-f4b5-4273-96c0-592e487b8650} Name:  ALE Receive/Accept v4 Layer Run-Time ID: 44 Callout Information:  ID:  {00000000-0000-0000-0000-000000000000} Name:  - Additional Information:  Weight: 140728898420736  Conditions:   Condition ID: {0c1ba1af-5765-453f-af22-a8f791ac775b} Match value: Equal to Condition value: 0x0222  Condition ID: {d78e1e87-8644-4ea5-9437-d809ecefc971} Match value: Equal to Condition value:  00000000 5c 00 64 00 65 00 76 00-69 00 63 00 65 00 5c 00 \.d.e.v.i.c.e.\. 00000010 68 00 61 00 72 00 64 00-64 00 69 00 73 00 6b 00 h.a.r.d.d.i.s.k. 00000020 76 00 6f 00 6c 00 75 00-6d 00 65 00 31 00 5c 00 v.o.l.u.m.e.1.\. 00000030 77 00 69 00 6e 00 64 00-6f 00 77 00 73 00 5c 00 w.i.n.d.o.w.s.\. 00000040 73 00 79 00 73 00 74 00-65 00 6d 00 33 00 32 00 s.y.s.t.e.m.3.2. 00000050 5c 00 73 00 76 00 63 00-68 00 6f 00 73 00 74 00 \.s.v.c.h.o.s.t. 00000060 2e 00 65 00 78 00 65 00-00 00 ..e.x.e... Condition ID: {af043a0a-b34d-4f86-979c-c90371af6e66} Match value: Equal to Condition value:  O:SYG:SYD:(A;;CCRC;;;S-1-5-80-2940520708-3855866260-481812779-327648279-1710889582)  Condition ID: {c35a604d-d22b-4e1a-91b4-68f674ee674b} Match value: Equal to Condition value: 0x0223  Condition ID: {3971ef2b-623e-4f9a-8cb1-6e79b806b9a7} Match value: Equal to Condition value: 0x11 Filter Action: Permit ,5447,"['A Windows Filtering Platform filter has been changed.', 'Subject:', ' Security ID:  LOCAL SERVICE', 'Account Name:  NT AUTHORITY\\\\\\\\\\\\\\\\LOCAL SERVICE', 'Process Information:', ' Process ID: 1364', 'Provider Information:', ' ID:  {4b153735-1049-4480-aab4-d1b9bdc03710}', 'Name:  Windows Firewall', 'Change Information:', ' Change Type: Delete', 'Filter Information:', ' ID:  {d0a8b19f-7660-4712-99d0-c415217eb500}', 'Name:  DhcpFirewallPolicy', 'Type:  Not persistent', 'Run-Time ID: 66758', 'Layer Information:', ' ID:  {e1cd9fe7-f4b5-4273-96c0-592e487b8650}', 'Name:  ALE Receive/Accept v4 Layer', 'Run-Time ID: 44', 'Callout Information:', ' ID:  {00000000-0000-0000-0000-000000000000}', 'Name:  -', 'Additional Information:', 'Weight: 140728898420736 ', 'Conditions: ', ' Condition ID: {0c1ba1af-5765-453f-af22-a8f791ac775b}', 'Match value: Equal to', 'Condition value: 0x0222', ' Condition ID: {d78e1e87-8644-4ea5-9437-d809ecefc971}', 'Match value: Equal to', 'Condition value:', ' 00000000 5c 00 64 00 65 00 76 00-69 00 63 00 65 00 5c 00 \.d.e.v.i.c.e.\. 00000010 68 00 61 00 72 00 64 00-64 00 69 00 73 00 6b 00 h.a.r.d.d.i.s.k. 00000020 76 00 6f 00 6c 00 75 00-6d 00 65 00 31 00 5c 00 v.o.l.u.m.e.1.\. 00000030 77 00 69 00 6e 00 64 00-6f 00 77 00 73 00 5c 00 w.i.n.d.o.w.s.\. 00000040 73 00 79 00 73 00 74 00-65 00 6d 00 33 00 32 00 s.y.s.t.e.m.3.2. 00000050 5c 00 73 00 76 00 63 00-68 00 6f 00 73 00 74 00 \.s.v.c.h.o.s.t. 00000060 2e 00 65 00 78 00 65 00-00 00 ..e.x.e...', 'Condition ID: {af043a0a-b34d-4f86-979c-c90371af6e66}', 'Match value: Equal to', 'Condition value:  O:SYG:SYD:(A;;CCRC;;;S-1-5-80-2940520708-3855866260-481812779-327648279-1710889582)', ' Condition ID: {c35a604d-d22b-4e1a-91b4-68f674ee674b}', 'Match value: Equal to', 'Condition value: 0x0223', ' Condition ID: {3971ef2b-623e-4f9a-8cb1-6e79b806b9a7}', 'Match value: Equal to', 'Condition value: 0x11', 'Filter Action: Permit']"
A Windows Filtering Platform provider has been changed. Subject:  Security ID:  LOCAL SERVICE Account Name:  NT AUTHORITY\LOCAL SERVICE Process Information:  Process ID: 1364 Change Information:  Change Type: Add Provider Information:  ID:  {9250a3db-5929-4952-b834-e88709b0a35e} Name:  WFKMP Type:  Not persistent  ,5448,"['A Windows Filtering Platform provider has been changed.', 'Subject:', ' Security ID:  LOCAL SERVICE', 'Account Name:  NT AUTHORITY\\\\\\\\\\\\\\\\LOCAL SERVICE', 'Process Information:', ' Process ID: 1364', 'Change Information:', ' Change Type: Add', 'Provider Information:', ' ID:  {9250a3db-5929-4952-b834-e88709b0a35e}', 'Name:  WFKMP', 'Type:  Not persistent']"
A Windows Filtering Platform provider context has been changed. Subject:  Security ID:  LOCAL SERVICE Account Name:  NT AUTHORITY\LOCAL SERVICE Process Information:  Process ID: 1364 Provider Information:  Provider ID: {decc16ca-3f33-4346-be1e-8fb4ae0f3d62} Provider Name: Windows Firewall Change Information:  Change Type: Delete Provider Context:  ID: {4abf47d5-0662-48fa-9be2-56bdef7df1e4} Name: State Management Provider Context Type: Not persistent ,5449,"['A Windows Filtering Platform provider context has been changed.', 'Subject:', ' Security ID:  LOCAL SERVICE', 'Account Name:  NT AUTHORITY\\\\\\\\\\\\\\\\LOCAL SERVICE', 'Process Information:', ' Process ID: 1364', 'Provider Information:', ' Provider ID: {decc16ca-3f33-4346-be1e-8fb4ae0f3d62}', 'Provider Name: Windows Firewall', 'Change Information:', ' Change Type: Delete', 'Provider Context:', ' ID: {4abf47d5-0662-48fa-9be2-56bdef7df1e4}', 'Name: State Management Provider Context', 'Type: Not persistent']"
The following callout was present when the Windows Filtering Platform Base Filtering Engine started. Provider Information:  ID:  %1 Name:  %2 Callout Information:  ID:  %3 Name:  %4 Type:  %5 Run-Time ID: %6 Layer Information:  ID:  %7 Name:  %8 Run-Time ID: %9  ,5450,"['The following callout was present when the Windows Filtering Platform Base Filtering Engine started.', 'Provider Information:', ' ID:  %1', 'Name:  %2', 'Callout Information:', ' ID:  %3', 'Name:  %4', 'Type:  %5', 'Run-Time ID: %6', 'Layer Information:', ' ID:  %7', 'Name:  %8', 'Run-Time ID: %9']"
An IPsec Quick Mode security association was established. Local Endpoint: Network Address:  10.40.1.123 Network Address mask:   255.255.255.255 Port:      0 Tunnel Endpoint:     - Remote Endpoint: Network Address:  10.40.1.112 Network Address Mask:  255.255.255.255 Port:      443 Private Address:     0.0.0.0 Tunnel Endpoint:   - Protocol:     6 Keying Module Name:  IKEv1 Cryptographic Information: Integrity Algorithm - AH:  - Integrity Algorithm - ESP: SHA1 Encryption Algorithm:  3DES Security Association Information: Lifetime - seconds:  900 Lifetime - data:  100000 Lifetime - packets:  2164876353 Mode:  Transport Role:  Initiator Quick Mode Filter ID:  71719 Main Mode SA ID:  103 Quick Mode SA ID:  2511 Additional Information: Inbound SPI:  13682941006 Outbound SPI:  15970807004 Virtual Interface Tunnel ID:  0 Traffic Selector ID:  0  ,5451,"['An IPsec Quick Mode security association was established.', 'Local Endpoint:', 'Network Address:  10.40.1.123', 'Network Address mask:   255.255.255.255', 'Port:    0', 'Tunnel Endpoint:    -', 'Remote Endpoint:', 'Network Address: 10.40.1.112', 'Network Address Mask: 255.255.255.255', 'Port:    443', 'Private Address:    0.0.0.0', 'Tunnel Endpoint:   -', 'Protocol:    6', 'Keying Module Name: IKEv1', 'Cryptographic Information:', 'Integrity Algorithm - AH:  -', 'Integrity Algorithm - ESP: SHA1', 'Encryption Algorithm:  3DES', 'Security Association Information:', 'Lifetime - seconds:  900', 'Lifetime - data:  100000', 'Lifetime - packets:  2164876353', 'Mode:  Transport', 'Role:  Initiator', 'Quick Mode Filter ID:  71719', 'Main Mode SA ID:  103', 'Quick Mode SA ID:  2511', 'Additional Information:', 'Inbound SPI:  13682941006', 'Outbound SPI:  15970807004', 'Virtual Interface Tunnel ID:  0', 'Traffic Selector ID:  0']"
An IPsec quick mode security association ended.  Local Endpoint: Network Address:  10.40.1.123 Network Address mask:  255.255.255.255 Port:       0  Tunnel Endpoint:   - Remote Endpoint: Network Address:  10.40.1.112 Network Address mask:  255.255.255.255 Port:     3389 Tunnel Endpoint:    - Additional Information: Protocol:   6 Quick Mode SA ID:   59 Virtual Interface Tunnel ID:  0 Traffic Selector ID:   0 ,5452,"['An IPsec quick mode security association ended.', 'Local Endpoint:', 'Network Address:  10.40.1.123', 'Network Address mask:  255.255.255.255', 'Port:       0', ' Tunnel Endpoint:   -', 'Remote Endpoint:', 'Network Address:  10.40.1.112', 'Network Address mask:  255.255.255.255', 'Port:     3389', 'Tunnel Endpoint:    -', 'Additional Information:', 'Protocol:   6', 'Quick Mode SA ID:   59', 'Virtual Interface Tunnel ID:  0', 'Traffic Selector ID:   0']"
An IPsec negotiation with a remote computer failed because the IKE and AuthIP IPsec Keying Modules (IKEEXT) service is not started. ,5453,['An IPsec negotiation with a remote computer failed because the IKE and AuthIP IPsec Keying Modules (IKEEXT) service is not started.']
PAStore Engine applied Active Directory storage IPsec policy on the computer. Policy: %1 ,5456,"['PAStore Engine applied Active Directory storage IPsec policy on the computer.', 'Policy: %1']"
PAStore Engine failed to apply Active Directory storage IPsec policy on the computer. DN: %1 Error code: %2 ,5457,"['PAStore Engine failed to apply Active Directory storage IPsec policy on the computer.', 'DN: %1', 'Error code: %2']"
PAStore Engine applied locally cached copy of Active Directory storage IPsec policy on the computer. Policy: %1 ,5458,"['PAStore Engine applied locally cached copy of Active Directory storage IPsec policy on the computer.', 'Policy: %1']"
PAStore Engine failed to apply locally cached copy of Active Directory storage IPsec policy on the computer. Policy: %1 Error Code: %2 ,5459,"['PAStore Engine failed to apply locally cached copy of Active Directory storage IPsec policy on the computer.', 'Policy: %1', 'Error Code: %2']"
PAStore Engine applied local registry storage IPsec policy on the computer. Policy: %1 ,5460,"['PAStore Engine applied local registry storage IPsec policy on the computer.', 'Policy: %1']"
PAStore Engine failed to apply local registry storage IPsec policy on the computer. Policy: %1 Error Code: %2 ,5461,"['PAStore Engine failed to apply local registry storage IPsec policy on the computer.', 'Policy: %1', 'Error Code: %2']"
PAStore Engine failed to apply some rules of the active IPsec policy on the computer. Use the IP Security Monitor snap-in to diagnose the problem. Policy: %1 Error Code: %2 ,5462,"['PAStore Engine failed to apply some rules of the active IPsec policy on the computer. Use the IP Security Monitor snap-in to diagnose the problem.', 'Policy: %1', 'Error Code: %2']"
PAStore Engine polled for changes to the active IPsec policy and detected no changes. ,5463,['PAStore Engine polled for changes to the active IPsec policy and detected no changes.']
"PAStore Engine polled for changes to the active IPsec policy, detected changes, and applied them to IPsec Services. ",5464,"['PAStore Engine polled for changes to the active IPsec policy', 'detected changes', 'and applied them to IPsec Services.']"
PAStore Engine received a control for forced reloading of IPsec policy and processed the control successfully. ,5465,['PAStore Engine received a control for forced reloading of IPsec policy and processed the control successfully.']
"PAStore Engine polled for changes to the Active Directory IPsec policy, determined that Active Directory cannot be reached, and will use the cached copy of the Active Directory IPsec policy instead. Any changes made to the Active Directory IPsec policy since the last poll could not be applied. ",5466,"['PAStore Engine polled for changes to the Active Directory IPsec policy', 'determined that Active Directory cannot be reached', 'and will use the cached copy of the Active Directory IPsec policy instead. Any changes made to the Active Directory IPsec policy since the last poll could not be applied.']"
"PAStore Engine polled for changes to the Active Directory IPsec policy, determined that Active Directory can be reached, and found no changes to the policy. The cached copy of the Active Directory IPsec policy is no longer being used. ",5467,"['PAStore Engine polled for changes to the Active Directory IPsec policy', 'determined that Active Directory can be reached', 'and found no changes to the policy. The cached copy of the Active Directory IPsec policy is no longer being used.']"
"PAStore Engine polled for changes to the Active Directory IPsec policy, determined that Active Directory can be reached, found changes to the policy, and applied those changes. The cached copy of the Active Directory IPsec policy is no longer being used. ",5468,"['PAStore Engine polled for changes to the Active Directory IPsec policy', 'determined that Active Directory can be reached', 'found changes to the policy', 'and applied those changes. The cached copy of the Active Directory IPsec policy is no longer being used.']"
PAStore Engine loaded local storage IPsec policy on the computer. Policy: %1 ,5471,"['PAStore Engine loaded local storage IPsec policy on the computer.', 'Policy: %1']"
PAStore Engine failed to load local storage IPsec policy on the computer. Policy: %1 Error Code: %2 ,5472,"['PAStore Engine failed to load local storage IPsec policy on the computer.', 'Policy: %1', 'Error Code: %2']"
PAStore Engine loaded directory storage IPsec policy on the computer. Policy: %1 ,5473,"['PAStore Engine loaded directory storage IPsec policy on the computer.', 'Policy: %1']"
PAStore Engine failed to load directory storage IPsec policy on the computer. Policy: %1 Error Code: %2 ,5474,"['PAStore Engine failed to load directory storage IPsec policy on the computer.', 'Policy: %1', 'Error Code: %2']"
PAStore Engine failed to add quick mode filter. Quick Mode Filter: %1 Error Code: %2 ,5477,"['PAStore Engine failed to add quick mode filter.', 'Quick Mode Filter: %1', 'Error Code: %2']"
IPsec Services has started successfully. ,5478,['IPsec Services has started successfully.']
IPsec Services has been shut down successfully. The shutdown of IPsec Services can put the computer at greater risk of network attack or expose the computer to potential security risks. ,5479,['IPsec Services has been shut down successfully. The shutdown of IPsec Services can put the computer at greater risk of network attack or expose the computer to potential security risks.']
IPsec Services failed to get the complete list of network interfaces on the computer. This poses a potential security risk because some of the network interfaces may not get the protection provided by the applied IPsec filters. Use the IP Security Monitor snap-in to diagnose the problem. ,5480,['IPsec Services failed to get the complete list of network interfaces on the computer. This poses a potential security risk because some of the network interfaces may not get the protection provided by the applied IPsec filters. Use the IP Security Monitor snap-in to diagnose the problem.']
IPsec Services failed to initialize RPC server. IPsec Services could not be started. Error Code: %1 ,5483,"['IPsec Services failed to initialize RPC server. IPsec Services could not be started.', 'Error Code: %1']"
IPsec Services has experienced a critical failure and has been shut down. The shutdown of IPsec Services can put the computer at greater risk of network attack or expose the computer to potential security risks. Error Code: %1 ,5484,"['IPsec Services has experienced a critical failure and has been shut down. The shutdown of IPsec Services can put the computer at greater risk of network attack or expose the computer to potential security risks.', 'Error Code: %1']"
IPsec Services failed to process some IPsec filters on a plug-and-play event for network interfaces. This poses a potential security risk because some of the network interfaces may not get the protection provided by the applied IPsec filters. Use the IP Security Monitor snap-in to diagnose the problem. ,5485,['IPsec Services failed to process some IPsec filters on a plug-and-play event for network interfaces. This poses a potential security risk because some of the network interfaces may not get the protection provided by the applied IPsec filters. Use the IP Security Monitor snap-in to diagnose the problem.']
A request was made to authenticate to a wireless network. Subject: Security ID: Account Name: Account Domain: Logon ID: Network Information: Name (SSID): Interface GUID: Local MAC Address: Peer MAC Address: Additional Information: Reason Code: Error Code: ,5632,"['A request was made to authenticate to a wireless network.', 'Subject:', 'Security ID:', 'Account Name:', 'Account Domain:', 'Logon ID:', 'Network Information:', 'Name (SSID):', 'Interface GUID:', 'Local MAC Address:', 'Peer MAC Address:', 'Additional Information:', 'Reason Code:', 'Error Code:']"
A request was made to authenticate to a wired network. Subject:  Security ID:  %2 Account Name:  %3 Account Domain:  %4 Logon ID:  %5 Interface:  Name:  %1 Additional Information  Reason Code:  %7 (%6) Error Code:  %8 ,5633,"['A request was made to authenticate to a wired network.', 'Subject:', ' Security ID:  %2', 'Account Name:  %3', 'Account Domain:  %4', 'Logon ID:  %5', 'Interface:', ' Name:  %1', 'Additional Information', ' Reason Code:  %7 (%6)', 'Error Code:  %8']"
A Remote Procedure Call (RPC) was attempted. Subject:  SID:  %1 Name:  %2 Account Domain:  %3 LogonId:  %4 Process Information:  PID:  %5 Name:  %6 Network Information:  Remote IP Address: %7 Remote Port:  %8 RPC Attributes:  Interface UUID:  %9 Protocol Sequence: %10 Authentication Service: %11 Authentication Level: %12  ,5712,"['A Remote Procedure Call (RPC) was attempted.', 'Subject:', ' SID:  %1', 'Name:  %2', 'Account Domain:  %3', 'LogonId:  %4', 'Process Information:', ' PID:  %5', 'Name:  %6', 'Network Information:', ' Remote IP Address: %7', 'Remote Port:  %8', 'RPC Attributes:', ' Interface UUID:  %9', 'Protocol Sequence: %10', 'Authentication Service: %11', 'Authentication Level: %12']"
An object in the COM+ Catalog was modified. Subject:  Security ID:  %1 Account Name:  %2 Account Domain:  %3 Logon ID:  %4 Object:  COM+ Catalog Collection: %5 Object Name:  %6 Object Properties Modified: %7  ,5888,"['An object in the COM+ Catalog was modified.', 'Subject:', ' Security ID:  %1', 'Account Name:  %2', 'Account Domain:  %3', 'Logon ID:  %4', 'Object:', ' COM+ Catalog Collection: %5', 'Object Name:  %6', 'Object Properties Modified: %7']"
An object was deleted from the COM+ Catalog. Subject:  Security ID:  %1 Account Name:  %2 Account Domain:  %3 Logon ID:  %4 Object:  COM+ Catalog Collection: %5 Object Name:  %6 Object Details:  %7 This event occurs when an object is deleted from the COM+ catalog. ,5889,"['An object was deleted from the COM+ Catalog.', 'Subject:', ' Security ID:  %1', 'Account Name:  %2', 'Account Domain:  %3', 'Logon ID:  %4', 'Object:', ' COM+ Catalog Collection: %5', 'Object Name:  %6', 'Object Details:  %7']"
An object was added to the COM+ Catalog.  Subject: Security ID: STG\Administrator Account Name: Administrator Account Domain: DC8 Logon ID: 145085  Object: COM+ Catalog Collection: UsersInRole Object Name:  ApplId = {B8A5C793-17CB-4734-AC30-1141E888DB7D} Name = Administrators User = SYSTEM Object Details: <null> ,5890,"['An object was added to the COM+ Catalog.', ' Subject:', 'Security ID: STG\\\\\\\\\\\\\\\\Administrator', 'Account Name: Administrator', 'Account Domain: DC8', 'Logon ID: 145085 ', 'Object:', 'COM+ Catalog Collection: UsersInRole', 'Object Name: ', 'ApplId = {B8A5C793-17CB-4734-AC30-1141E888DB7D}', 'Name = Administrators', 'User = SYSTEM', 'Object Details: <null>']"
